name,gender,salary,departments,position
반승훈,female,29989,advertising,intern
안유경,male,20538,marketing,manager
손나현,male,27056,marketing,assistant
석재윤,male,16227,marketing,intern
함수지,female,5307,IT,manager
탁준호,female,5013,marketing,assistant
장현지,male,8894,marketing,header
황주한,male,16379,advertising,assistant
위신우,male,3890,marketing,header
표나연,female,19975,marketing,manager
육윤지,male,20703,marketing,assistant
위재하,female,25438,advertising,intern
피도율,male,21665,marketing,assistant
표지율,male,8025,advertising,manager
예주환,female,14455,marketing,assistant
예하린,male,27421,marketing,assistant
모우찬,male,24959,marketing,assistant
가지효,female,17872,finance,assistant
목채민,female,17706,marketing,manager
태승민,male,23919,finance,assistant
심재율,male,23982,marketing,assistant
진선우,female,19709,advertising,assistant
원수현,female,25619,design,assistant
장은율,male,5608,design,assistant
두태이,male,12530,marketing,manager
감혜윤,male,9665,marketing,assistant
주태이,female,23624,marketing,manager
은슬아,male,26347,advertising,assistant
송하엘,female,27474,marketing,assistant
권혜성,male,15680,marketing,assistant
강현승,male,12116,IT,assistant
민다현,female,23061,finance,manager
옥승연,male,15168,advertising,manager
갈예담,male,28947,marketing,intern
추순기,female,22350,advertising,assistant
단용준,male,7872,marketing,assistant
변하성,female,16696,marketing,manager
모태윤,male,25865,marketing,manager
봉여준,female,17255,finance,assistant
형시우,male,11550,advertising,assistant
구유리,female,7110,design,assistant
단연준,male,9372,marketing,intern
사지훈,female,27777,IT,assistant
오고은,male,21174,IT,manager
예준형,female,7067,marketing,manager
제다현,male,25766,advertising,assistant
옥은서,female,7693,marketing,intern
변정현,male,23660,marketing,manager
하윤성,male,23114,marketing,assistant
김고은,male,28967,marketing,manager
하현,female,27435,marketing,assistant
인승우,female,4869,marketing,intern
방설,male,3222,marketing,manager
채현,male,11436,finance,assistant
서지호,male,11854,design,manager
반민혁,female,29447,marketing,assistant
금윤우,female,29487,advertising,header
서건우,male,11137,design,manager
육재민,female,4069,marketing,assistant
사준수,female,16697,marketing,intern
피태이,male,14800,marketing,assistant
곽윤호,male,8852,marketing,assistant
인윤주,female,13911,design,assistant
석지원,male,15934,marketing,assistant
방유리,male,20864,marketing,assistant
연시후,male,7467,advertising,assistant
호지민,male,26237,marketing,assistant
하로이,female,17643,marketing,manager
탁민성,female,23963,finance,manager
당서하,female,23569,advertising,assistant
선용준,female,22032,marketing,manager
반시온,female,24153,marketing,manager
현태영,female,19944,marketing,assistant
금지연,male,16251,marketing,manager
형도경,female,8570,marketing,assistant
허찬우,male,6252,finance,header
한우주,male,14928,advertising,assistant
금지운,male,7832,marketing,assistant
심재이,female,19677,marketing,assistant
송다경,male,17539,advertising,manager
탁유은,female,16009,marketing,header
승채은,male,26796,marketing,manager
모윤서,female,23695,marketing,assistant
한혜인,male,23109,advertising,intern
갈태리,female,26905,marketing,assistant
마민규,female,13111,marketing,header
금시훈,male,11332,marketing,assistant
빈은혁,male,18625,marketing,assistant
두하람,female,22664,advertising,assistant
피성진,male,26120,marketing,manager
온다현,male,3315,marketing,manager
모준희,female,28343,advertising,assistant
명준영,male,6969,marketing,manager
상하음,female,12318,IT,assistant
범태건,male,10843,marketing,assistant
권하랑,male,26277,marketing,assistant
지민수,male,19880,advertising,assistant
박세훈,male,3935,marketing,assistant
시하연,female,14312,design,intern
라시헌,male,10074,marketing,assistant
은영우,female,3676,design,manager
길혜정,female,16281,IT,assistant
서정원,male,6764,advertising,assistant
마하민,female,5347,design,assistant
권승준,male,13374,marketing,assistant
옥지온,female,10153,marketing,header
손수아,male,27353,marketing,assistant
은나린,female,20615,advertising,assistant
황시율,female,16143,marketing,manager
기다온,male,27190,advertising,manager
육채현,male,15452,marketing,manager
염지민,male,14541,marketing,intern
우동우,male,7604,marketing,intern
빈우준,male,21071,advertising,manager
도세희,male,4658,design,assistant
허태건,female,12417,marketing,manager
좌한율,female,10929,marketing,manager
사태윤,female,16527,advertising,manager
예시안,male,4143,IT,manager
고다빈,male,28017,design,manager
염이준,female,13133,marketing,manager
엄태리,female,12107,advertising,manager
가재인,female,6849,finance,assistant
안예빈,male,7469,marketing,header
변시원,male,9968,marketing,intern
주단우,male,17143,marketing,intern
표수혁,female,3649,finance,header
상유림,male,23680,advertising,assistant
안혜원,female,22702,finance,manager
송이든,male,24784,finance,header
시설아,male,14306,marketing,assistant
우은수,male,26039,marketing,assistant
당가영,female,4800,IT,intern
신예슬,male,5603,design,assistant
배세아,male,6091,advertising,assistant
가은빈,male,8692,marketing,manager
경태은,male,20111,marketing,manager
설효준,female,6597,marketing,assistant
마예지,female,3796,marketing,manager
경동준,female,23794,marketing,manager
갈성민,male,28621,finance,assistant
우승찬,male,3181,finance,assistant
좌서하,female,13709,marketing,manager
견은성,male,8564,marketing,assistant
천여준,female,29664,marketing,manager
팽현서,male,14156,IT,assistant
견예나,male,23894,marketing,manager
채강우,male,19939,marketing,assistant
도시우,female,18506,marketing,assistant
정경민,male,3406,marketing,assistant
예혜원,female,10093,marketing,assistant
온진혁,female,4242,finance,assistant
태새봄,male,14285,marketing,assistant
음서원,female,23362,marketing,assistant
라영준,female,18823,finance,manager
우라희,male,10107,marketing,assistant
동태리,female,8057,marketing,manager
배승민,female,29910,marketing,assistant
상지호,female,3328,marketing,intern
라상윤,female,13640,marketing,manager
태다온,female,22957,finance,assistant
홍현승,female,11698,IT,manager
시상현,male,27539,marketing,manager
엄건희,female,26912,advertising,manager
은지호,female,21100,marketing,assistant
상지호,male,5070,marketing,intern
장서율,female,12240,IT,assistant
차정훈,male,14523,IT,manager
이지아,female,21157,marketing,manager
도아인,male,27281,IT,intern
도희원,female,18310,IT,assistant
소다혜,male,13969,marketing,assistant
장승주,male,16926,advertising,assistant
정종현,female,25955,advertising,assistant
기은우,female,27637,marketing,assistant
시윤아,male,24907,marketing,manager
류주현,male,13258,marketing,header
우우성,female,13738,advertising,intern
예준서,female,27701,finance,assistant
우이한,female,13526,marketing,assistant
윤예준,female,20433,advertising,assistant
연시온,male,20543,marketing,assistant
변다원,male,24511,design,intern
단로운,male,26057,design,assistant
함우영,male,21046,design,manager
여태오,male,18881,design,assistant
도가현,male,25278,advertising,assistant
문하윤,male,24195,marketing,assistant
염요한,male,28217,advertising,assistant
임희원,female,22546,marketing,assistant
왕승연,male,9239,advertising,assistant
어지수,female,6187,design,header
변효주,female,5491,marketing,intern
차하영,male,3755,marketing,manager
우이솔,male,28993,marketing,assistant
태주아,male,16377,marketing,assistant
가희찬,male,22761,advertising,assistant
문태영,female,13516,marketing,assistant
라민하,male,15647,design,assistant
경재은,male,6525,marketing,assistant
홍정원,male,11918,marketing,assistant
도승환,female,16407,advertising,header
연다빈,male,17795,marketing,assistant
조은비,male,25743,marketing,header
추소정,female,14983,marketing,assistant
차예빈,male,14867,advertising,assistant
윤지우,male,13238,finance,assistant
나현진,male,16732,marketing,header
상정연,female,16277,marketing,assistant
함예지,male,10204,marketing,assistant
육주은,male,28975,marketing,assistant
진혜민,female,4486,marketing,assistant
채서린,male,16541,marketing,intern
하지완,male,3913,marketing,assistant
반윤서,male,18859,marketing,manager
시보경,male,4039,marketing,manager
손가인,male,28471,advertising,manager
여태건,female,13231,advertising,assistant
임가은,male,26035,advertising,manager
두도경,male,8125,marketing,assistant
승다연,male,21900,marketing,assistant
부은서,male,17661,finance,manager
부은율,male,9029,marketing,manager
곽승아,male,21704,finance,assistant
편시완,male,13448,finance,manager
설윤,female,13286,advertising,assistant
가대현,male,28982,advertising,assistant
봉세린,female,9738,marketing,assistant
국동규,male,5765,advertising,assistant
빈지우,male,25066,advertising,assistant
조민찬,female,22137,marketing,assistant
송다온,female,7500,marketing,assistant
표윤찬,female,23104,marketing,assistant
온서린,male,19498,marketing,assistant
류형준,male,11174,finance,manager
연다빈,female,29761,advertising,manager
노연우,female,27491,advertising,manager
류서원,male,12782,advertising,assistant
사정윤,male,15786,marketing,manager
주태준,male,19362,marketing,assistant
두세영,female,3316,marketing,manager
천순기,male,13141,finance,manager
현나율,male,13272,marketing,manager
류현승,male,7870,finance,manager
최나율,male,23342,marketing,manager
갈고은,male,19869,advertising,manager
승이준,male,23337,IT,assistant
갈주하,female,11956,advertising,assistant
곽소정,male,5354,marketing,assistant
고한나,female,21254,finance,header
엄동욱,female,20199,marketing,header
좌별,male,14395,marketing,manager
옥민수,male,17538,IT,manager
맹연우,female,15219,marketing,assistant
두수혁,female,26216,advertising,assistant
구이든,male,29893,finance,manager
서수현,male,4948,marketing,assistant
은예나,female,10121,marketing,assistant
기태리,male,10293,advertising,manager
설연지,female,4638,design,assistant
여수아,female,16701,marketing,assistant
왕제인,male,13157,advertising,manager
팽성빈,male,4031,design,assistant
남루아,female,4059,marketing,assistant
온우성,female,22662,marketing,intern
마원우,female,5561,marketing,assistant
도예은,female,23851,advertising,assistant
소민채,female,15117,advertising,assistant
문세린,female,15568,IT,header
봉시윤,male,19769,marketing,manager
안현아,male,22212,marketing,assistant
천민서,male,3749,advertising,manager
팽가빈,male,27320,design,manager
양강현,male,18851,marketing,manager
홍이안,male,3230,design,assistant
범은솔,female,16435,advertising,assistant
송하늘,male,20934,advertising,assistant
경시완,male,17787,finance,assistant
안예솔,female,14395,marketing,intern
은세빈,female,8083,finance,manager
빈재영,female,7865,marketing,assistant
옥윤서,male,23270,marketing,assistant
설나은,male,13528,IT,assistant
표아인,male,23013,marketing,assistant
유산,male,11637,marketing,manager
좌형준,male,17421,marketing,assistant
정현서,female,18347,design,manager
부지완,female,7352,marketing,assistant
원찬희,female,17768,advertising,manager
서승원,male,22268,marketing,assistant
추시온,male,11636,marketing,intern
배건호,female,8771,marketing,manager
국하은,female,18642,IT,assistant
윤채빈,female,25750,design,header
채새봄,male,24896,marketing,header
권지성,male,11980,finance,manager
조유안,male,28320,marketing,header
부상현,male,14076,marketing,manager
하연우,female,24030,marketing,assistant
최보경,male,26287,marketing,assistant
범민석,male,29124,design,manager
경수연,female,28204,design,manager
홍태연,male,17760,design,assistant
하지현,female,20342,marketing,manager
오다경,female,6344,design,manager
길주안,male,27023,design,manager
당세빈,male,19561,marketing,assistant
금우진,female,13226,finance,manager
길소율,male,27596,marketing,manager
범하나,female,13438,design,intern
왕승재,male,16525,design,header
배윤,male,25182,advertising,intern
편준현,female,18462,finance,header
성상민,male,9714,finance,header
봉시준,female,5356,design,manager
최민지,male,20730,finance,manager
함승윤,female,29550,marketing,manager
위윤건,female,17864,marketing,manager
윤인우,male,23980,IT,assistant
한찬희,female,15499,marketing,assistant
변예서,male,13447,marketing,assistant
유승연,female,10805,marketing,intern
길아인,female,14566,marketing,assistant
맹소현,female,13022,advertising,header
피시우,female,8297,IT,assistant
황민우,male,12411,advertising,assistant
명태성,female,23223,marketing,assistant
천도윤,male,13335,design,manager
류하성,male,16074,marketing,manager
최지수,male,9184,marketing,assistant
유라엘,female,27278,marketing,assistant
노소은,male,17895,marketing,assistant
위태호,female,8318,marketing,manager
경루아,male,3376,marketing,assistant
팽이든,male,20212,IT,intern
호지유,female,17399,advertising,assistant
동상우,male,12129,marketing,assistant
도태연,female,10256,advertising,header
구리원,female,25051,marketing,manager
윤하율,male,21337,finance,manager
공시완,female,3506,advertising,assistant
예은율,male,28215,marketing,manager
석연우,female,5349,IT,intern
단시아,female,22978,marketing,assistant
염주혁,female,7306,marketing,assistant
배서린,female,5012,IT,assistant
동채영,male,10569,IT,header
현지아,male,13682,advertising,header
피은율,female,17086,IT,assistant
문서아,male,26763,design,intern
추은성,female,23338,marketing,assistant
음지안,female,9718,advertising,assistant
어인우,female,14370,advertising,manager
남수정,female,26957,IT,manager
견하민,male,7621,finance,intern
변윤우,female,9216,advertising,assistant
구윤재,male,13599,marketing,manager
유지혜,male,7052,advertising,intern
간준성,male,3437,advertising,assistant
맹나은,male,3701,marketing,manager
도지우,male,27546,marketing,manager
국건,male,26305,advertising,assistant
좌호준,male,14110,IT,manager
경지율,male,8811,marketing,manager
양나현,male,11211,marketing,manager
팽은찬,female,27073,advertising,assistant
민현석,female,28072,marketing,assistant
우다혜,female,14594,marketing,manager
박현,female,14256,design,assistant
공은율,male,12551,finance,assistant
은동준,male,6984,design,assistant
피가영,female,9102,advertising,header
윤지유,female,17588,finance,assistant
편주아,male,17479,finance,header
범가인,male,24945,advertising,assistant
용고은,male,19787,design,manager
승하진,male,11455,advertising,assistant
옥주한,male,24041,marketing,header
원유은,female,19386,marketing,assistant
황승준,male,29607,advertising,header
장준희,female,12884,finance,assistant
이보미,female,26236,advertising,assistant
인별,female,15753,advertising,manager
백수민,female,17912,advertising,intern
정민아,male,8177,design,manager
국하엘,male,17821,advertising,assistant
염지민,female,26407,marketing,manager
설도희,male,17195,marketing,intern
석윤아,male,7240,advertising,assistant
추지환,male,6276,marketing,header
좌정훈,female,29485,marketing,header
승경민,male,12119,marketing,assistant
남서후,male,20655,marketing,assistant
고정현,female,19869,marketing,intern
범수현,female,11389,advertising,header
상정민,female,17743,finance,assistant
당지호,female,22751,marketing,manager
두현지,male,13539,marketing,header
옥민준,female,26537,marketing,assistant
강민영,male,20317,finance,assistant
배승윤,male,10650,marketing,assistant
빈지우,male,5401,marketing,assistant
노용준,male,15585,marketing,header
배시안,female,10770,advertising,header
윤태오,female,22241,marketing,assistant
연나윤,female,19910,advertising,assistant
성윤찬,female,8434,design,assistant
온아현,male,14680,marketing,assistant
동수진,male,23871,marketing,intern
송다경,male,12626,marketing,assistant
강정연,male,12298,marketing,assistant
두태준,male,22324,marketing,assistant
감소담,male,20159,advertising,assistant
양지안,male,22674,design,manager
명성현,male,13716,marketing,manager
반태건,female,12297,advertising,manager
하태건,male,16601,IT,assistant
윤은우,male,6920,marketing,assistant
도원준,female,12709,marketing,assistant
동리안,male,9912,marketing,intern
도민영,male,25802,marketing,header
반유주,male,28433,advertising,header
목태호,female,26456,design,header
성하윤,male,29959,finance,assistant
명예지,male,5488,marketing,intern
하지완,male,22998,marketing,assistant
강혜성,male,14222,advertising,manager
팽서원,female,22516,marketing,assistant
배가람,female,23845,advertising,manager
고하람,male,3312,marketing,assistant
팽선율,male,7427,advertising,assistant
성도경,female,22966,marketing,manager
류라엘,male,3465,design,header
백지웅,male,26378,IT,assistant
위설,female,10774,IT,manager
위우찬,male,12665,marketing,manager
구하람,female,25626,marketing,manager
진이준,male,29453,marketing,assistant
탁채윤,male,29374,marketing,assistant
명제인,female,25545,advertising,assistant
홍현호,female,6283,marketing,assistant
라정은,male,10587,marketing,assistant
육태준,male,10066,marketing,manager
피재은,male,14398,marketing,manager
최유건,female,27033,IT,header
모신우,male,22207,finance,header
은제이,male,14391,advertising,assistant
오은빈,male,14810,finance,assistant
곽지원,female,6611,advertising,assistant
예아라,male,20669,design,assistant
감승현,male,28148,finance,manager
금하늘,female,25233,design,manager
차재윤,male,16874,advertising,manager
모승환,male,28067,design,assistant
팽민호,female,11134,finance,manager
마은혜,female,29400,IT,header
예민경,male,10052,design,intern
감주완,female,23685,marketing,assistant
주대현,female,15422,marketing,assistant
류민호,male,23707,marketing,assistant
임태환,male,17407,marketing,header
당나은,male,19621,advertising,manager
한주안,male,16922,marketing,assistant
조주안,male,28066,marketing,intern
경혜진,male,12491,advertising,assistant
빈소희,female,11843,IT,assistant
기아인,male,23725,marketing,assistant
지윤후,male,10362,marketing,assistant
지주한,male,5451,advertising,header
류아영,male,6347,design,header
단다온,male,14602,marketing,assistant
민나은,male,27553,marketing,assistant
부태이,male,27629,advertising,intern
어시준,female,7862,marketing,header
가다인,male,10987,advertising,assistant
봉대현,male,9117,IT,assistant
현지혜,female,25056,advertising,assistant
이태양,male,21125,IT,assistant
우혜윤,female,21149,marketing,assistant
곽재이,male,29443,advertising,assistant
구은채,female,20615,marketing,manager
서은호,female,20373,marketing,header
유성훈,male,13548,marketing,manager
안희원,female,9401,marketing,assistant
모다원,male,24715,marketing,assistant
홍리안,male,24373,marketing,header
편유준,male,16623,marketing,assistant
동준현,male,28907,design,header
단서연,male,3017,advertising,manager
봉예진,female,8608,marketing,assistant
변성준,male,16302,finance,assistant
공예준,female,24700,marketing,assistant
유민규,male,16478,advertising,assistant
형정빈,male,4210,marketing,header
주예진,female,24742,advertising,assistant
승범준,male,3205,marketing,manager
제주은,male,11982,finance,assistant
최승연,male,10869,marketing,assistant
형도경,female,19151,advertising,intern
상보민,male,12042,advertising,intern
사승재,male,22971,marketing,assistant
나주혁,male,22025,finance,assistant
장수현,male,19170,marketing,manager
나수아,male,5183,IT,header
추재우,male,8521,marketing,assistant
유동우,male,27771,design,intern
전가영,male,28015,design,intern
목준원,male,17255,marketing,manager
표지성,male,10370,advertising,assistant
길정윤,female,6412,advertising,assistant
서지운,female,8637,advertising,assistant
부예은,male,10470,finance,manager
임서린,female,11022,IT,intern
호현빈,male,24057,marketing,header
목도준,male,18740,design,manager
민민수,female,17881,marketing,intern
천다온,male,29635,marketing,assistant
노민지,male,6233,finance,intern
당지민,female,28466,marketing,manager
손연재,female,22748,marketing,assistant
황서원,female,20933,advertising,header
명사랑,female,25725,marketing,assistant
주선율,female,22753,finance,assistant
명민영,male,16388,advertising,header
시별,male,4956,advertising,manager
홍서율,female,10382,marketing,assistant
고하온,male,20082,advertising,manager
제채민,female,3264,IT,assistant
천시우,male,25183,design,manager
염강우,male,29208,marketing,assistant
시다희,male,22221,marketing,assistant
강유찬,male,28181,marketing,header
빈나영,female,5936,IT,intern
심이현,female,28847,marketing,intern
반하율,female,22709,marketing,assistant
여재혁,female,10581,marketing,intern
석소원,male,28605,marketing,assistant
남아인,female,22862,marketing,header
석건호,male,15873,design,intern
범우찬,male,10426,IT,assistant
당건호,female,17392,IT,assistant
장승원,male,25454,marketing,manager
허재하,female,25923,advertising,assistant
감재원,male,11538,IT,intern
하예지,male,13633,marketing,manager
호가윤,male,18127,marketing,intern
편채연,male,15588,marketing,assistant
신소민,female,14896,marketing,manager
정민채,female,5868,marketing,header
권예담,male,23665,marketing,manager
예지용,male,15656,marketing,intern
동서빈,male,7050,marketing,header
은혜원,male,15657,advertising,assistant
길예찬,male,29255,advertising,assistant
배우준,female,21020,marketing,header
여찬우,male,29706,marketing,assistant
오지민,female,23423,advertising,assistant
가소영,male,29215,marketing,assistant
형서은,male,3428,advertising,assistant
고보경,male,25000,advertising,manager
전상현,male,22487,advertising,manager
노도연,male,25360,marketing,assistant
갈도연,male,23240,advertising,assistant
양예린,female,24611,advertising,assistant
라태양,female,10049,marketing,header
유태준,female,16406,marketing,manager
두소은,female,20686,IT,assistant
용도진,male,7388,design,manager
심찬우,female,24337,marketing,assistant
라혜빈,female,28866,marketing,assistant
윤윤서,male,15851,IT,assistant
배정민,male,17082,design,assistant
반현지,male,14472,IT,assistant
차상윤,female,20174,advertising,intern
소주원,female,4291,marketing,manager
제다연,male,27555,marketing,intern
옥유라,male,8178,design,manager
홍현승,male,15482,marketing,assistant
노단우,female,7974,advertising,assistant
위유경,male,19755,marketing,intern
홍채연,female,21277,marketing,assistant
박민찬,male,7621,marketing,assistant
경준우,male,4571,marketing,manager
박동우,male,3040,advertising,manager
위태연,female,20493,finance,manager
인이서,male,6579,marketing,manager
맹연재,female,14997,advertising,assistant
염준희,male,15247,advertising,assistant
최하빈,male,18207,advertising,manager
봉서현,male,21382,marketing,assistant
명여진,female,4014,advertising,intern
이민기,female,26428,design,manager
고리안,female,26433,design,manager
왕도율,female,17898,marketing,manager
목아연,male,16749,finance,header
부시원,female,23541,marketing,assistant
구준호,female,16124,marketing,assistant
설건호,male,7865,IT,manager
라하빈,male,6338,marketing,assistant
방민재,male,15178,marketing,manager
피상민,female,17862,marketing,header
은설,female,26464,advertising,manager
김도아,male,9714,design,assistant
안정민,male,28686,marketing,assistant
모하진,male,22357,advertising,manager
엄종현,male,18258,design,assistant
원희원,male,4802,marketing,header
라지호,male,7997,marketing,intern
두효은,female,4050,marketing,intern
성아준,male,4516,marketing,assistant
나나경,female,19735,marketing,assistant
황우성,male,24520,marketing,assistant
감민우,female,26769,IT,assistant
목지안,female,11234,IT,assistant
단지호,female,22264,advertising,header
명은비,male,10002,IT,assistant
위가연,male,15837,design,assistant
채동훈,female,21993,marketing,assistant
동채윤,male,23963,marketing,header
형태이,female,25230,advertising,assistant
우시현,male,25382,design,manager
기태우,female,4317,marketing,header
육현호,male,27218,advertising,manager
연우찬,female,26471,finance,header
길지훈,female,9190,marketing,manager
구태이,female,26800,advertising,manager
빈다혜,female,15322,marketing,assistant
탁민영,male,25828,design,manager
손찬우,female,19318,advertising,manager
양소영,female,3347,finance,manager
주채율,male,6836,design,assistant
온재이,female,17935,design,header
강이준,male,11506,marketing,assistant
좌우준,male,28096,advertising,manager
안유안,male,25706,advertising,intern
민찬영,male,26144,advertising,intern
조아영,male,29880,design,assistant
승도하,male,5495,finance,assistant
당정은,female,7941,marketing,header
석윤서,female,26003,marketing,assistant
허준후,male,22501,marketing,assistant
여다혜,male,3149,marketing,assistant
양태환,female,13572,design,assistant
구다인,female,22989,marketing,manager
권영민,male,15113,advertising,intern
전지완,female,19941,advertising,header
옥보경,male,9018,finance,manager
허지원,female,3703,marketing,manager
추지환,female,13441,advertising,assistant
형유경,female,20949,marketing,assistant
나세영,male,5661,advertising,manager
승서진,female,12836,design,intern
용지연,female,29032,marketing,manager
허율,male,22678,marketing,assistant
팽채윤,male,13983,marketing,assistant
방동우,male,15217,advertising,assistant
진하늘,female,14151,design,assistant
남혜정,female,24783,design,header
반도은,male,13784,finance,assistant
성온유,male,29738,marketing,intern
하소정,female,11644,marketing,header
편은준,female,27674,IT,manager
유다혜,male,26215,design,assistant
범가람,female,20779,marketing,assistant
구재희,male,14802,marketing,header
유태이,male,11345,marketing,manager
전산,male,15337,IT,manager
라정윤,male,25585,marketing,assistant
용승후,female,23016,marketing,assistant
시민재,female,16075,marketing,assistant
노승연,male,25628,advertising,assistant
마건우,male,3110,marketing,manager
나예은,male,4789,marketing,assistant
호시준,male,23328,design,assistant
원희원,male,7793,marketing,intern
임도진,male,29834,marketing,assistant
구유주,male,9895,marketing,assistant
승민성,male,19461,design,intern
강도연,male,24836,advertising,assistant
한민채,male,18212,advertising,assistant
마유하,male,10560,finance,intern
범민혁,male,8672,marketing,assistant
함태율,male,4517,marketing,assistant
지채영,male,6719,marketing,assistant
진태하,female,17724,IT,assistant
지세아,male,5268,IT,assistant
최민규,male,22360,marketing,manager
예지민,male,29497,finance,header
인태인,female,12939,finance,header
원이현,female,16175,marketing,assistant
육한결,female,12262,marketing,assistant
시형준,male,28757,design,assistant
선현지,male,11652,advertising,assistant
길시환,female,20363,finance,manager
오희찬,female,7698,marketing,assistant
동가영,male,10703,advertising,manager
유서호,male,5194,marketing,assistant
감수혁,male,29406,marketing,assistant
한태준,male,11550,marketing,assistant
옥예원,male,11859,marketing,manager
임이든,female,6961,marketing,assistant
손주환,female,3395,advertising,assistant
도유성,female,7942,IT,manager
팽동우,male,15919,advertising,manager
맹세희,female,24670,marketing,header
반리원,male,11394,finance,assistant
우우빈,male,11179,finance,assistant
금유리,female,28907,marketing,manager
석아진,female,25062,marketing,manager
권선호,female,12630,marketing,assistant
엄서우,male,3892,marketing,assistant
지민영,female,13516,marketing,manager
좌한별,male,8864,design,manager
진현수,male,8455,finance,header
손지호,female,16908,marketing,manager
원민아,female,29692,advertising,manager
전현서,male,9158,marketing,assistant
피우영,male,27257,advertising,assistant
명한별,male,16545,design,manager
위태이,female,4896,IT,assistant
인민혁,female,9901,marketing,header
염민석,female,25791,finance,assistant
당효은,female,16129,marketing,assistant
견아준,male,7850,finance,manager
금연우,male,6883,marketing,assistant
음단비,female,23045,design,assistant
용민채,female,7322,finance,assistant
배채원,male,14294,finance,assistant
모혜윤,male,6376,IT,intern
나재혁,male,20157,IT,manager
동세영,female,24034,marketing,intern
용이한,male,26852,marketing,assistant
동정빈,female,16052,IT,assistant
남재우,male,23127,IT,manager
배정원,male,9101,marketing,header
반은우,male,11374,advertising,header
정태하,female,20007,marketing,intern
서은채,male,27979,advertising,header
황태율,male,15010,IT,assistant
범가람,female,23559,marketing,assistant
진서원,male,15836,marketing,manager
지다인,male,26693,marketing,assistant
왕진우,male,8824,marketing,assistant
허동하,male,4670,finance,assistant
심가연,female,6858,IT,intern
연하엘,male,23387,marketing,assistant
남재영,male,21307,marketing,header
엄유은,male,29683,finance,manager
목로이,male,5983,finance,manager
한상민,female,25483,marketing,manager
차세현,male,28960,advertising,assistant
연주한,female,11576,marketing,assistant
안주원,female,23972,finance,assistant
곽민정,female,7397,design,intern
손민서,male,8695,IT,manager
인미소,male,28712,marketing,assistant
송리안,female,19629,marketing,assistant
두재원,female,23959,marketing,assistant
감지인,male,27259,IT,manager
공하늘,male,8821,advertising,intern
석단우,male,5656,marketing,assistant
팽서아,male,3135,design,manager
공예찬,male,12110,marketing,header
방윤호,male,25097,advertising,assistant
유서하,female,8148,IT,manager
한준현,female,9899,design,manager
단재은,male,4142,design,assistant
부하연,male,6648,marketing,assistant
기하린,female,27366,marketing,assistant
최지운,male,3551,marketing,assistant
노민영,male,22272,marketing,assistant
표수정,male,29547,finance,manager
좌현,female,9134,marketing,assistant
한태영,female,29972,advertising,manager
피한울,female,16724,marketing,header
호윤서,male,25611,marketing,manager
부정원,male,29872,marketing,manager
견하엘,female,13120,design,assistant
현연아,male,17627,marketing,manager
손윤재,female,23104,marketing,manager
맹유준,male,15259,marketing,intern
빈주아,male,10022,marketing,assistant
모태건,female,6447,design,header
부라엘,male,26249,advertising,manager
은채은,female,26364,advertising,assistant
시주호,female,25949,advertising,intern
연석현,male,29597,IT,assistant
마진호,male,17707,design,header
곽수빈,male,17366,marketing,assistant
시유안,male,28697,marketing,assistant
염승현,female,3933,marketing,assistant
방은빈,male,28361,advertising,intern
설태환,male,29144,IT,assistant
염예서,male,20118,advertising,assistant
석지성,male,28469,advertising,assistant
우서진,female,7174,marketing,assistant
인민지,male,13736,marketing,assistant
길하준,male,23078,advertising,intern
태도현,female,3981,marketing,assistant
전예진,male,22551,marketing,assistant
곽가온,female,28088,marketing,assistant
표주원,male,26546,marketing,assistant
옥하민,female,9746,finance,manager
견찬우,female,7982,advertising,manager
오태우,male,15312,finance,intern
고민하,male,4853,marketing,manager
원준희,female,24867,marketing,assistant
목유하,female,5586,IT,assistant
한태린,female,24871,marketing,assistant
감다원,male,4156,finance,manager
시용준,male,26632,marketing,assistant
빈예솔,male,20394,marketing,assistant
상유주,female,6725,marketing,manager
간도희,male,6506,marketing,assistant
기지온,male,23698,marketing,intern
이선율,female,4924,marketing,assistant
동은혜,female,10755,advertising,assistant
인채민,female,9156,advertising,assistant
기윤,male,12212,marketing,assistant
노태경,male,6628,IT,manager
상채민,female,28964,advertising,manager
전은별,female,8044,IT,intern
탁원준,male,16239,marketing,assistant
인승찬,female,3611,marketing,manager
설승후,male,22295,marketing,intern
부하린,male,4129,design,manager
유하랑,male,9366,marketing,assistant
나지현,female,27249,marketing,assistant
심태훈,female,21247,IT,manager
구하윤,male,15937,advertising,assistant
노시준,male,23303,marketing,manager
왕세영,male,23362,marketing,header
권예은,male,10420,marketing,assistant
옥다온,male,15765,advertising,assistant
여민서,male,25234,finance,manager
호채연,male,26520,design,assistant
방지원,female,21348,advertising,assistant
안하람,male,21766,marketing,header
하시윤,female,18132,design,assistant
홍우진,female,25456,marketing,intern
목은빈,female,13252,marketing,manager
승태경,male,13205,advertising,assistant
곽하빈,male,24066,marketing,intern
하승환,male,29752,marketing,assistant
승수호,male,16238,advertising,manager
변은유,male,24062,marketing,manager
김하윤,male,13285,marketing,assistant
민지영,male,25955,marketing,assistant
도은유,female,14482,advertising,assistant
두지우,male,25023,finance,manager
인소담,male,23046,marketing,assistant
맹승호,female,29103,marketing,header
황지윤,male,24384,finance,intern
나재원,female,15409,marketing,assistant
심유림,female,4659,IT,intern
신서준,female,10611,marketing,assistant
